Year,Race,Race Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate,Age Adjusted Rate
2006,White,2106-3,Caecum - Malignant neoplasms,C18.0,13,9793409,0.1 (Unreliable),0.1 (Unreliable)
2006,White,2106-3,Appendix - Malignant neoplasms,C18.1,11,9793409,0.1 (Unreliable),0.1 (Unreliable)
2006,White,2106-3,Sigmoid colon - Malignant neoplasms,C18.7,21,9793409,0.2,0.2
2006,White,2106-3,"Colon, unspecified - Malignant neoplasms",C18.9,1688,9793409,17.2,14.7
2006,White,2106-3,Malignant neoplasm of rectosigmoid junction,C19,98,9793409,1,0.9
2006,White,2106-3,Malignant neoplasm of rectum,C20,279,9793409,2.8,2.4
2006,White,2106-3,"Anus, unspecified - Malignant neoplasms",C21.0,21,9793409,0.2,0.2
2006,White,2106-3,Liver cell carcinoma - Malignant neoplasms,C22.0,201,9793409,2.1,1.8
2006,White,2106-3,Intrahepatic bile duct carcinoma - Malignant neoplasms,C22.1,134,9793409,1.4,1.2
2006,White,2106-3,"Liver, unspecified - Malignant neoplasms",C22.9,151,9793409,1.5,1.3
2006,White,2106-3,Malignant neoplasm of gallbladder,C23,60,9793409,0.6,0.5
2006,White,2106-3,Extrahepatic bile duct - Malignant neoplasms,C24.0,27,9793409,0.3,0.2
2006,White,2106-3,"Biliary tract, unspecified - Malignant neoplasms",C24.9,21,9793409,0.2,0.2
2006,White,2106-3,"Pancreas, unspecified - Malignant neoplasms",C25.9,1252,9793409,12.8,10.9
2006,White,2106-3,"Intestinal tract, part unspecified - Malignant neoplasms",C26.0,17,9793409,0.2 (Unreliable),0.1 (Unreliable)
2006,White,2106-3,Ill-defined sites within the digestive system - Malignant neoplasms,C26.9,25,9793409,0.3,0.2
2006,White,2106-3,"Accessory sinus, unspecified - Malignant neoplasms",C31.9,12,9793409,0.1 (Unreliable),0.1 (Unreliable)
2006,White,2106-3,Supraglottis - Malignant neoplasms,C32.1,12,9793409,0.1 (Unreliable),0.1 (Unreliable)
2006,White,2106-3,"Larynx, unspecified - Malignant neoplasms",C32.9,137,9793409,1.4,1.2
2006,White,2106-3,"Upper lobe, bronchus or lung - Malignant neoplasms",C34.1,16,9793409,0.2 (Unreliable),0.1 (Unreliable)
2006,White,2106-3,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,6653,9793409,67.9,58.4
2006,White,2106-3,Malignant neoplasm of thymus,C37,15,9793409,0.2 (Unreliable),0.1 (Unreliable)
2006,White,2106-3,"Bone and articular cartilage, unspecified - Malignant neoplasms",C41.9,25,9793409,0.3,0.2
2006,White,2106-3,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,322,9793409,3.3,2.9
2006,White,2106-3,Skin of other and unspecified parts of face - Malignant neoplasms,C44.3,10,9793409,0.1 (Unreliable),0.1 (Unreliable)
2006,White,2106-3,Skin of scalp and neck - Malignant neoplasms,C44.4,46,9793409,0.5,0.4
2006,White,2106-3,"Malignant neoplasm of skin, unspecified - Malignant neoplasms",C44.9,40,9793409,0.4,0.3
2006,White,2106-3,Mesothelioma of other sites - Malignant neoplasms,C45.7,10,9793409,0.1 (Unreliable),0.1 (Unreliable)
2006,White,2106-3,"Mesothelioma, unspecified - Malignant neoplasms",C45.9,101,9793409,1,0.9
2006,White,2106-3,"Peritoneum, unspecified - Malignant neoplasms",C48.2,27,9793409,0.3,0.2
2006,White,2106-3,"Connective and soft tissue of lower limb, including hip - Malignant neoplasms",C49.2,10,9793409,0.1 (Unreliable),0.1 (Unreliable)
2006,White,2106-3,Connective and soft tissue of abdomen - Malignant neoplasms,C49.4,12,9793409,0.1 (Unreliable),0.1 (Unreliable)
2006,White,2106-3,"Connective and soft tissue, unspecified - Malignant neoplasms",C49.9,119,9793409,1.2,1.1
2006,White,2106-3,"Breast, unspecified - Malignant neoplasms",C50.9,1660,9793409,17,14.6
2006,White,2106-3,"Vulva, unspecified - Malignant neoplasms",C51.9,46,9793409,0.5,0.4
2006,White,2106-3,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,149,9793409,1.5,1.4
2006,White,2106-3,Endometrium - Malignant neoplasms,C54.1,136,9793409,1.4,1.2
2006,White,2106-3,"Malignant neoplasm of uterus, part unspecified",C55,154,9793409,1.6,1.3
2006,White,2106-3,Malignant neoplasm of ovary,C56,513,9793409,5.2,4.5
2006,White,2106-3,Fallopian tube - Malignant neoplasms,C57.0,11,9793409,0.1 (Unreliable),0.1 (Unreliable)
2006,White,2106-3,"Female genital organ, unspecified - Malignant neoplasms",C57.9,11,9793409,0.1 (Unreliable),0.1 (Unreliable)
2006,White,2106-3,"Penis, unspecified - Malignant neoplasms",C60.9,14,9793409,0.1 (Unreliable),0.1 (Unreliable)
2006,White,2106-3,Malignant neoplasm of prostate,C61,976,9793409,10,8.4
2006,White,2106-3,"Testis, unspecified - Malignant neoplasms",C62.9,11,9793409,0.1 (Unreliable),0.1 (Unreliable)
2006,White,2106-3,"Malignant neoplasm of kidney, except renal pelvis",C64,477,9793409,4.9,4.2
2006,White,2106-3,Malignant neoplasm of ureter,C66,15,9793409,0.2 (Unreliable),0.1 (Unreliable)
2006,White,2106-3,"Bladder, unspecified - Malignant neoplasms",C67.9,591,9793409,6,5.2
2006,White,2106-3,"Urinary organ, unspecified - Malignant neoplasms",C68.9,16,9793409,0.2 (Unreliable),0.1 (Unreliable)
2006,White,2106-3,"Brain, unspecified - Malignant neoplasms",C71.9,485,9793409,5,4.4
2006,White,2106-3,Malignant neoplasm of thyroid gland,C73,64,9793409,0.7,0.6
2006,White,2106-3,"Adrenal gland, unspecified - Malignant neoplasms",C74.9,18,9793409,0.2 (Unreliable),0.2 (Unreliable)
2006,White,2106-3,"Head, face and neck - Malignant neoplasms",C76.0,10,9793409,0.1 (Unreliable),0.1 (Unreliable)
2006,White,2106-3,Abdomen - Malignant neoplasms,C76.2,34,9793409,0.3,0.3
2006,White,2106-3,Pelvis - Malignant neoplasms,C76.3,12,9793409,0.1 (Unreliable),0.1 (Unreliable)
2006,White,2106-3,Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms,C78.6,12,9793409,0.1 (Unreliable),0.1 (Unreliable)
2006,White,2106-3,Secondary malignant neoplasm of liver - Malignant neoplasms,C78.7,99,9793409,1,0.9
2006,White,2106-3,Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms,C79.3,24,9793409,0.2,0.2
2006,White,2106-3,Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms,C79.5,25,9793409,0.3,0.2
2006,White,2106-3,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,C79.8,87,9793409,0.9,0.8
2006,White,2106-3,Malignant neoplasm without specification of site,C80,1016,9793409,10.4,8.9
2006,White,2106-3,"Hodgkin's disease, unspecified - Malignant neoplasms",C81.9,48,9793409,0.5,0.4
2006,White,2106-3,Small cell (diffuse) - Malignant neoplasms,C83.0,19,9793409,0.2 (Unreliable),0.2 (Unreliable)
2006,White,2106-3,Small cleaved cell (diffuse) - Malignant neoplasms,C83.1,26,9793409,0.3,0.2
2006,White,2106-3,Large cell (diffuse) - Malignant neoplasms,C83.3,38,9793409,0.4,0.3
2006,White,2106-3,Burkitt's tumour - Malignant neoplasms,C83.7,13,9793409,0.1 (Unreliable),0.1 (Unreliable)
2006,White,2106-3,Other and unspecified T-cell lymphomas - Malignant neoplasms,C84.5,27,9793409,0.3,0.2
2006,White,2106-3,"B-cell lymphoma, unspecified - Malignant neoplasms",C85.1,66,9793409,0.7,0.6
2006,White,2106-3,"Non-Hodgkin's lymphoma, unspecified type - Malignant neoplasms",C85.9,625,9793409,6.4,5.5
2006,White,2106-3,Waldenstrom's macroglobulinaemia - Malignant neoplasms,C88.0,14,9793409,0.1 (Unreliable),0.1 (Unreliable)
2006,White,2106-3,Multiple myeloma - Malignant neoplasms,C90.0,404,9793409,4.1,3.5
2006,White,2106-3,Acute lymphoblastic leukaemia - Malignant neoplasms,C91.0,37,9793409,0.4,0.4
2006,White,2106-3,Chronic lymphocytic leukaemia - Malignant neoplasms,C91.1,192,9793409,2,1.6
2006,White,2106-3,Acute myeloid leukaemia - Malignant neoplasms,C92.0,330,9793409,3.4,3
2006,White,2106-3,Chronic myeloid leukaemia - Malignant neoplasms,C92.1,51,9793409,0.5,0.4
2006,White,2106-3,Other myeloid leukaemia - Malignant neoplasms,C92.7,13,9793409,0.1 (Unreliable),0.1 (Unreliable)
2006,White,2106-3,Acute leukaemia of unspecified cell type - Malignant neoplasms,C95.0,84,9793409,0.9,0.7
2006,White,2106-3,Chronic leukaemia of unspecified cell type - Malignant neoplasms,C95.1,10,9793409,0.1 (Unreliable),0.1 (Unreliable)
2006,White,2106-3,"Leukaemia, unspecified - Malignant neoplasms",C95.9,98,9793409,1,0.9
2006,White,2106-3,Malignant neoplasms of independent (primary) multiple sites,C97,200,9793409,2,1.7
2006,White,2106-3,Cerebral meninges - Benign neoplasms,D32.0,11,9793409,0.1 (Unreliable),0.1 (Unreliable)
2006,White,2106-3,"Meninges, unspecified - Benign neoplasms",D32.9,25,9793409,0.3,0.2
2006,White,2106-3,"Liver, gallbladder and bile ducts - Uncertain neoplasms",D37.6,12,9793409,0.1 (Unreliable),0.1 (Unreliable)
2006,White,2106-3,Other digestive organs - Uncertain neoplasms,D37.7,14,9793409,0.1 (Unreliable),0.1 (Unreliable)
2006,White,2106-3,"Trachea, bronchus and lung - Uncertain neoplasms",D38.1,28,9793409,0.3,0.2
2006,White,2106-3,"Brain, unspecified - Uncertain neoplasms",D43.2,119,9793409,1.2,1
2006,White,2106-3,"Refractory anaemia, unspecified - Uncertain neoplasms",D46.4,10,9793409,0.1 (Unreliable),0.1 (Unreliable)
2006,White,2106-3,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,222,9793409,2.3,1.9
2006,White,2106-3,Chronic myeloproliferative disease - Uncertain neoplasms,D47.1,60,9793409,0.6,0.5
2006,White,2106-3,Other specified sites - Uncertain neoplasms,D48.7,13,9793409,0.1 (Unreliable),0.1 (Unreliable)
2006,White,2106-3,"Neoplasm of uncertain or unknown behaviour, unspecified - Uncertain neoplasms",D48.9,12,9793409,0.1 (Unreliable),0.1 (Unreliable)
2006,White,2106-3,"Aplastic anaemia, unspecified",D61.9,31,9793409,0.3,0.3
2006,White,2106-3,"Anaemia, unspecified",D64.9,73,9793409,0.7,0.6
2006,White,2106-3,Disseminated intravascular coagulation [defibrination syndrome],D65,13,9793409,0.1 (Unreliable),0.1 (Unreliable)
2006,White,2106-3,"Coagulation defect, unspecified",D68.9,43,9793409,0.4,0.4
2006,White,2106-3,Idiopathic thrombocytopenic purpura,D69.3,10,9793409,0.1 (Unreliable),0.1 (Unreliable)
2006,White,2106-3,"Thrombocytopenia, unspecified",D69.6,13,9793409,0.1 (Unreliable),0.1 (Unreliable)
2006,White,2106-3,Agranulocytosis,D70,10,9793409,0.1 (Unreliable),0.1 (Unreliable)
2006,White,2106-3,"Sarcoidosis, unspecified",D86.9,15,9793409,0.2 (Unreliable),0.1 (Unreliable)
2006,White,2106-3,"Hypothyroidism, unspecified",E03.9,54,9793409,0.6,0.5
2006,White,2106-3,"Thyrotoxicosis, unspecified",E05.9,12,9793409,0.1 (Unreliable),0.1 (Unreliable)
2006,White,2106-3,"Insulin-dependent diabetes mellitus, with peripheral circulatory complications",E10.5,18,9793409,0.2 (Unreliable),0.2 (Unreliable)
2006,White,2106-3,"Insulin-dependent diabetes mellitus, without complications",E10.9,157,9793409,1.6,1.4
2006,White,2106-3,"Non-insulin-dependent diabetes mellitus, with renal complications",E11.2,38,9793409,0.4,0.3
2006,White,2106-3,"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications",E11.5,75,9793409,0.8,0.6
2006,White,2106-3,"Non-insulin-dependent diabetes mellitus, without complications",E11.9,739,9793409,7.5,6.4
2006,White,2106-3,"Unspecified diabetes mellitus, with coma",E14.0,13,9793409,0.1 (Unreliable),0.1 (Unreliable)
2006,White,2106-3,"Unspecified diabetes mellitus, with ketoacidosis",E14.1,51,9793409,0.5,0.5
2006,White,2106-3,"Unspecified diabetes mellitus, with renal complications",E14.2,83,9793409,0.8,0.7
2006,White,2106-3,"Unspecified diabetes mellitus, with peripheral circulatory complications",E14.5,202,9793409,2.1,1.8
2006,White,2106-3,"Unspecified diabetes mellitus, with other specified complications",E14.6,12,9793409,0.1 (Unreliable),0.1 (Unreliable)
2006,White,2106-3,"Unspecified diabetes mellitus, with multiple complications",E14.7,17,9793409,0.2 (Unreliable),0.1 (Unreliable)
2006,White,2106-3,"Unspecified diabetes mellitus, without complications",E14.9,1671,9793409,17.1,14.5
2006,White,2106-3,"Hypoglycaemia, unspecified",E16.2,10,9793409,0.1 (Unreliable),0.1 (Unreliable)
2006,White,2106-3,Unspecified severe protein-energy malnutrition,E43,13,9793409,0.1 (Unreliable),0.1 (Unreliable)
2006,White,2106-3,Unspecified protein-energy malnutrition,E46,95,9793409,1,0.8
2006,White,2106-3,Other obesity,E66.8,87,9793409,0.9,0.8
2006,White,2106-3,"Obesity, unspecified",E66.9,55,9793409,0.6,0.5
2006,White,2106-3,Pure hypercholesterolaemia,E78.0,104,9793409,1.1,0.9
2006,White,2106-3,"Hyperlipidaemia, unspecified",E78.5,435,9793409,4.4,3.8
2006,White,2106-3,Disorders of iron metabolism,E83.1,14,9793409,0.1 (Unreliable),0.1 (Unreliable)
2006,White,2106-3,Cystic fibrosis with pulmonary manifestations,E84.0,14,9793409,0.1 (Unreliable),0.2 (Unreliable)
2006,White,2106-3,Organ-limited amyloidosis,E85.4,18,9793409,0.2 (Unreliable),0.2 (Unreliable)
2006,White,2106-3,"Amyloidosis, unspecified",E85.9,30,9793409,0.3,0.3
2006,White,2106-3,Volume depletion,E86,157,9793409,1.6,1.3
2006,White,2106-3,Hyperosmolality and hypernatraemia,E87.0,16,9793409,0.2 (Unreliable),0.1 (Unreliable)
2006,White,2106-3,Hypo-osmolality and hyponatraemia,E87.1,14,9793409,0.1 (Unreliable),0.1 (Unreliable)
2006,White,2106-3,Acidosis,E87.2,25,9793409,0.3,0.2
2006,White,2106-3,Hyperkalaemia,E87.5,13,9793409,0.1 (Unreliable),0.1 (Unreliable)
2006,White,2106-3,"Other disorders of electrolyte and fluid balance, not elsewhere classified",E87.8,21,9793409,0.2,0.2
2006,White,2106-3,"Disorders of plasma-protein metabolism, not elsewhere classified",E88.0,15,9793409,0.2 (Unreliable),0.1 (Unreliable)
2006,White,2106-3,"Metabolic disorder, unspecified",E88.9,31,9793409,0.3,0.3
2006,White,2106-3,Multi-infarct dementia,F01.1,104,9793409,1.1,0.9
2006,White,2106-3,"Vascular dementia, unspecified",F01.9,480,9793409,4.9,4.1
2006,White,2106-3,Unspecified dementia,F03,2933,9793409,29.9,24.7
2006,White,2106-3,"Delirium, unspecified",F05.9,12,9793409,0.1 (Unreliable),0.1 (Unreliable)
2006,White,2106-3,Unspecified mental disorder due to brain damage and dysfunction and to physical disease,F06.9,54,9793409,0.6,0.5
2006,White,2106-3,"Mental and behavioural disorders due to use of alcohol, acute intoxication",F10.0,14,9793409,0.1 (Unreliable),0.1 (Unreliable)
2006,White,2106-3,"Mental and behavioural disorders due to use of alcohol, harmful use",F10.1,51,9793409,0.5,0.5
2006,White,2106-3,"Mental and behavioural disorders due to use of alcohol, dependence syndrome",F10.2,74,9793409,0.8,0.6
2006,White,2106-3,"Mental and behavioural disorders due to use of cocaine, harmful use",F14.1,13,9793409,0.1 (Unreliable),0.1 (Unreliable)
2006,White,2106-3,"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder",F17.9,21,9793409,0.2,0.2
2006,White,2106-3,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",F19.1,15,9793409,0.2 (Unreliable),0.2 (Unreliable)
2006,White,2106-3,"Schizophrenia, unspecified",F20.9,17,9793409,0.2 (Unreliable),0.2 (Unreliable)
2006,White,2106-3,"Depressive episode, unspecified",F32.9,31,9793409,0.3,0.3
2006,White,2106-3,Psychological and behavioural factors associated with disorders or diseases classified elsewhere,F54,10,9793409,0.1 (Unreliable),0.1 (Unreliable)
2006,White,2106-3,Unspecified mental retardation,F79,16,9793409,0.2 (Unreliable),0.2 (Unreliable)
2006,White,2106-3,Huntington's disease,G10,30,9793409,0.3,0.3
2006,White,2106-3,Motor neuron disease,G12.2,263,9793409,2.7,2.3
2006,White,2106-3,Parkinson's disease,G20,860,9793409,8.8,7.4
2006,White,2106-3,Alzheimer's disease with late onset,G30.1,84,9793409,0.9,0.7
2006,White,2106-3,"Alzheimer's disease, unspecified",G30.9,3197,9793409,32.6,27
2006,White,2106-3,Circumscribed brain atrophy,G31.0,10,9793409,0.1 (Unreliable),0.1 (Unreliable)
2006,White,2106-3,Other specified degenerative diseases of nervous system,G31.8,49,9793409,0.5,0.4
2006,White,2106-3,"Degenerative disease of nervous system, unspecified",G31.9,32,9793409,0.3,0.3
2006,White,2106-3,Multiple sclerosis,G35,162,9793409,1.7,1.4
2006,White,2106-3,"Epilepsy, unspecified",G40.9,21,9793409,0.2,0.2
2006,White,2106-3,"Status epilepticus, unspecified",G41.9,17,9793409,0.2 (Unreliable),0.2 (Unreliable)
2006,White,2106-3,Sleep apnoea,G47.3,33,9793409,0.3,0.3
2006,White,2106-3,Myasthenia gravis,G70.0,32,9793409,0.3,0.3
2006,White,2106-3,"Myoneural disorder, unspecified",G70.9,14,9793409,0.1 (Unreliable),0.1 (Unreliable)
2006,White,2106-3,Muscular dystrophy,G71.0,22,9793409,0.2,0.2
2006,White,2106-3,Myotonic disorders,G71.1,11,9793409,0.1 (Unreliable),0.1 (Unreliable)
2006,White,2106-3,"Infantile cerebral palsy, unspecified",G80.9,50,9793409,0.5,0.5
2006,White,2106-3,"Paraplegia, unspecified",G82.2,24,9793409,0.2,0.2
2006,White,2106-3,"Tetraplegia, unspecified",G82.5,14,9793409,0.1 (Unreliable),0.1 (Unreliable)
2006,White,2106-3,Normal-pressure hydrocephalus,G91.2,15,9793409,0.2 (Unreliable),0.1 (Unreliable)
2006,White,2106-3,"Hydrocephalus, unspecified",G91.9,14,9793409,0.1 (Unreliable),0.1 (Unreliable)
2006,White,2106-3,"Anoxic brain damage, not elsewhere classified",G93.1,186,9793409,1.9,1.7
2006,White,2106-3,"Encephalopathy, unspecified",G93.4,42,9793409,0.4,0.4
